vin,year,make,model,trim,status,primary_pn,all_pns,expected_pns,matched,duration_s,error
KMHL64JA6SA505530,2025,HYUNDAI,Sonata,SEL,DEALER_VERIFIED_BY_VIN,95440-L1710,"95440-L1710, 95440-L1760, 95440-L1770",,unknown,455,
KMHL24JA8TA526926,2026,HYUNDAI,Sonata,SE,DEALER_VERIFIED_BY_VIN,95440-3Q000,"95440-3Q000, 95440-BE060, 95440-C2500",,unknown,556,
KMHL64JA1TA540039,2026,HYUNDAI,Sonata,SEL Sport,DEALER_VERIFIED_BY_VIN,95440-3Q000,"95440-3Q000, 95440-BE060, 95440-C2500",,unknown,666,
KMHL34JJ6SA127234,2025,HYUNDAI,Sonata,SEL,DEALER_VERIFIED_BY_VIN,95440-L1710,"95440-L1710, 95440-L1760, 95440-L1770, 95440-L5750",,unknown,578,
KMHL24JJ9TA137566,2026,HYUNDAI,Sonata,Blue,DEALER_VERIFIED_BY_VIN,95440-3Q000,"95440-3Q000, 95440-BE060, 95440-C2500",,unknown,678,
KM8HB3ABXSU289085,2025,HYUNDAI,Kona,"SEL, N Line S",DEALER_VERIFIED_BY_VIN,95440-BE060,"95440-BE060, 95440-BE560, 95440-BE700, 95440-BF200",,unknown,691,
KM8HE3A3XSU201880,2025,HYUNDAI,Kona,Limited,DEALER_VERIFIED_BY_VIN,95440-BE060,"95440-BE060, 95440-BE560, 95440-BE700, 95440-BF200",,unknown,702,
KM8HF3AB8TU358605,2026,HYUNDAI,Kona,SEL Sport,DEALER_VERIFIED_BY_VIN,95440-BE060,"95440-BE060, 95440-BF100, 95440-BF200",,unknown,715,
KM8HE3A63SU024504,2025,HYUNDAI,Kona,Limited,DEALER_VERIFIED_BY_VIN,95440-BE060,"95440-BE060, 95440-BF200",,unknown,727,
7YAKN4DA1TY055317,2026,HYUNDAI,Ioniq 5,SEL,DEALER_VERIFIED_BY_VIN,95440-GI120,95440-GI120,,unknown,739,
7YAKNDDC5TY047500,2026,HYUNDAI,Ioniq 5,SEL,DEALER_VERIFIED_BY_VIN,95440-GI120,95440-GI120,,unknown,752,
KMHM54AC7SA084667,2025,HYUNDAI,Ioniq 6,Limited,DEALER_VERIFIED_BY_VIN,95440-KL000,"95440-KL000, 95440-KL200",,unknown,764,
KMHM24AA7SA103788,2025,HYUNDAI,Ioniq 6,SE,DEALER_VERIFIED_BY_VIN,95440-KL000,"95440-KL000, 95440-KL200",,unknown,776,
